"Page Title","URL","Title Length","Duplicate Title","Meta Description","Meta Length","Duplicate Meta","GA",
"Bava Batra 48 - Is a Forced Action Valid?","http://talmudilluminated.com/bava_batra/bavabatra48.html","41","No","Missing Meta Description","0","No","No",
"Bava Batra 49 - Witnesses Can't Change their Minds","http://talmudilluminated.com/bava_batra/bavabatra49.html","50","No","Missing Meta Description","0","No","No",
"Bava Batra 50 - No Chazakah for Damages","http://talmudilluminated.com/bava_batra/bavabatra50.html","39","No","Missing Meta Description","0","No","No",
"Bava Batra 51 - When One Sells Land to his Wife","http://talmudilluminated.com/bava_batra/bavabatra51.html","47","No","Missing Meta Description","0","No","No",
"Bava Batra 52 - Two Meanings of Chazakah","http://talmudilluminated.com/bava_batra/bavabatra52.html","40","No","Missing Meta Description","0","No","No",
"Bava Batra 53 - Is the Presence of the Giver Required?","http://talmudilluminated.com/bava_batra/bavabatra53.html","54","No","Missing Meta Description","0","No","No",
"Bava Batra 54 - Acquiring Land by Lying Down on It","http://talmudilluminated.com/bava_batra/bavabatra54.html","50","No","Missing Meta Description","0","No","No",
"Bava Batra 55 - The Legal Force of Secular Law","http://talmudilluminated.com/bava_batra/bavabatra55.html","46","No","Missing Meta Description","0","No","No",
"Bava Batra 56 - False Witnesses for Chazakah","http://talmudilluminated.com/bava_batra/bavabatra56.html","44","No","Missing Meta Description","0","No","No",
"Bava Batra 57 - Activities that Establish Presumption of Ownership","http://talmudilluminated.com/bava_batra/bavabatra57.html","66","No","Missing Meta Description","0","No","No",
"Bava Batra 58 - Rav Bana'ah and the Crypt of Abraham","http://talmudilluminated.com/bava_batra/bavabatra58.html","52","No","Missing Meta Description","0","No","No",
"Bava Batra 59 - Privacy Rights Limit Renovations","http://talmudilluminated.com/bava_batra/bavabatra59.html","48","No","Missing Meta Description","0","No","No",
"Bava Batra 60 - Source for Laws of Privacy","http://talmudilluminated.com/bava_batra/bavabatra60.html","42","No","Missing Meta Description","0","No","No",
"Bava Batra 61 - When One Sells a House","http://talmudilluminated.com/bava_batra/bavabatra61.html","38","No","Missing Meta Description","0","No","No",
"Bava Batra 62 - &quot;I am not retaining anything&quot; in Real Estate Contracts","http://talmudilluminated.com/bava_batra/bavabatra62.html","70","No","Missing Meta Description","0","No","No",
"Bava Batra 63 - No Unnecessary Terms in Legal Documents","http://talmudilluminated.com/bava_batra/bavabatra63.html","55","No","Missing Meta Description","0","No","No",
"Bava Batra 64 - Does the Seller Sell with a Generous or a Stingy Attitude?","http://talmudilluminated.com/bava_batra/bavabatra64.html","74","No","Missing Meta Description","0","No","No",
"Bava Batra 65 - The Bigger the Property Sold, the More is Included with it","http://talmudilluminated.com/bava_batra/bavabatra65.html","74","No","Missing Meta Description","0","No","No",
"Bava Batra 66 - A Mortar that was Carved then Attached to the Ground","http://talmudilluminated.com/bava_batra/bavabatra66.html","68","No","Missing Meta Description","0","No","No",
"Bava Batra 67 - One Sells an Olive Press","http://talmudilluminated.com/bava_batra/bavabatra67.html","40","No","Missing Meta Description","0","No","No",
"Bava Batra 68 - One Sells a Town","http://talmudilluminated.com/bava_batra/bavabatra68.html","32","No","Missing Meta Description","0","No","No",
"Bava Batra 69 - Sale of a Field","http://talmudilluminated.com/bava_batra/bavabatra69.html","31","No","Missing Meta Description","0","No","No",
"Bava Batra 70 - Returning a Deposit","http://talmudilluminated.com/bava_batra/bavabatra70.html","35","No","Missing Meta Description","0","No","No",
"Bava Batra 71 - Sale, Gift, Consecration","http://talmudilluminated.com/bava_batra/bavabatra71.html","40","No","Missing Meta Description","0","No","No",
"Bava Batra 72 - Consecration According to Rabbi Shimon","http://talmudilluminated.com/bava_batra/bavabatra72.html","54","No","Missing Meta Description","0","No","No",
"Bava Batra 73 - Selling a Ship","http://talmudilluminated.com/bava_batra/bavabatra73.html","30","No","Missing Meta Description","0","No","No",
"Bava Batra 74 - Stories of Rabbah bar bar Chanah","http://talmudilluminated.com/bava_batra/bavabatra74.html","48","No","Missing Meta Description","0","No","No",
"Bava Batra 75 - Acquiring a Ship","http://talmudilluminated.com/bava_batra/bavabatra75.html","32","No","Missing Meta Description","0","No","No",
"Bava Batra 76 - Acquiring a Ship: Control It, Pull It, or Lift It?","http://talmudilluminated.com/bava_batra/bavabatra76.html","66","No","Missing Meta Description","0","No","No",
"Bava Batra 77 - Sale of a Debt Obligation","http://talmudilluminated.com/bava_batra/bavabatra77.html","41","No","Missing Meta Description","0","No","No",
"Bava Batra 78 - Selling a Donkey","http://talmudilluminated.com/bava_batra/bavabatra78.html","32","No","Missing Meta Description","0","No","No",
"Bava Batra 79 - Selling a Donkey and its Foal","http://talmudilluminated.com/bava_batra/bavabatra79.html","45","No","Missing Meta Description","0","No","No",
"Bava Batra 80 - Buying Doves","http://talmudilluminated.com/bava_batra/bavabatra80.html","28","No","Missing Meta Description","0","No","No",
"Bava Batra 81 - Buying Trees","http://talmudilluminated.com/bava_batra/bavabatra81.html","28","No","Missing Meta Description","0","No","No",
"Bava Batra 82 - Recitation over First Fruit","http://talmudilluminated.com/bava_batra/bavabatra82.html","43","No","Missing Meta Description","0","No","No",
"Bava Batra 83 - Four Types of Errors in Sales","http://talmudilluminated.com/bava_batra/bavabatra83.html","45","No","Missing Meta Description","0","No","No",
"Bava Batra 84 - Buying a Pile of Produce","http://talmudilluminated.com/bava_batra/bavabatra84.html","40","No","Missing Meta Description","0","No","No",
"Bava Batra 85 - One's Container Formalizes Acquisition","http://talmudilluminated.com/bava_batra/bavabatra85.html","54","No","Missing Meta Description","0","No","No",
"Bava Batra 86 - Pulling is Ineffective if Lifting is Possible","http://talmudilluminated.com/bava_batra/bavabatra86.html","61","No","Missing Meta Description","0","No","No",
"Bava Batra 87 - Selling Wine or Oil","http://talmudilluminated.com/bava_batra/bavabatra87.html","35","No","Missing Meta Description","0","No","No",
"Bava Batra 88 - Just Weights","http://talmudilluminated.com/bava_batra/bavabatra88.html","28","No","Missing Meta Description","0","No","No",
"Bava Batra 89 - Honest Measures","http://talmudilluminated.com/bava_batra/bavabatra89.html","31","No","Missing Meta Description","0","No","No",
"Bava Batra 90 - Market Distorters","http://talmudilluminated.com/bava_batra/bavabatra90.html","33","No","Missing Meta Description","0","No","No",
"Bava Batra 91 - Importance of Settling the Land of Israel","http://talmudilluminated.com/bava_batra/bavabatra91.html","57","No","Missing Meta Description","0","No","No",
"Bava Batra 92 - Implied Warranty","http://talmudilluminated.com/bava_batra/bavabatra92.html","32","No","Missing Meta Description","0","No","No",
"Bava Batra 93 - Consequential Damages","http://talmudilluminated.com/bava_batra/bavabatra93.html","37","No","Missing Meta Description","0","No","No",
"Bava Batra 94 - Acceptable Percentage of Inferior Merchandise","http://talmudilluminated.com/bava_batra/bavabatra94.html","61","No","Missing Meta Description","0","No","No",
"Bava Batra 95 - Selling a Wine Cellar As Is","http://talmudilluminated.com/bava_batra/bavabatra95.html","43","No","Missing Meta Description","0","No","No",
"Bava Batra 96 - Wine that Sours","http://talmudilluminated.com/bava_batra/bavabatra96.html","31","No","Missing Meta Description","0","No","No",
"Bava Batra 97 - Wine Made of Dregs","http://talmudilluminated.com/bava_batra/bavabatra97.html","34","No","Missing Meta Description","0","No","No",
"Bava Batra 98 - Building Contractor","http://talmudilluminated.com/bava_batra/bavabatra98.html","35","No","Missing Meta Description","0","No","No",
"Bava Batra 99 - Right-of-Way Through the Property of Another","http://talmudilluminated.com/bava_batra/bavabatra99.html","60","No","Missing Meta Description","0","No","No",
"Bava Batra 100 - Seven Futilities","http://talmudilluminated.com/bava_batra/bavabatra100.html","33","No","Missing Meta Description","0","No","No",
"Bava Batra 101 - Selling Burial Plot","http://talmudilluminated.com/bava_batra/bavabatra101.html","36","No","Missing Meta Description","0","No","No",
"Bava Batra 102 - Investigating a Possible Forgotten Catacomb","http://talmudilluminated.com/bava_batra/bavabatra102.html","60","No","Missing Meta Description","0","No","No",
"Bava Batra 103 - Selling a Tract of Land","http://talmudilluminated.com/bava_batra/bavabatra103.html","40","No","Missing Meta Description","0","No","No",
"Bava Batra 104 - Contract for the Sale of Land","http://talmudilluminated.com/bava_batra/bavabatra104.html","46","No","Missing Meta Description","0","No","No",
"Bava Batra 105 - Contradictory Statements in Contracts","http://talmudilluminated.com/bava_batra/bavabatra105.html","54","No","Missing Meta Description","0","No","No",
"Bava Batra 106 - Selling a Field by Landmarks","http://talmudilluminated.com/bava_batra/bavabatra106.html","45","No","Missing Meta Description","0","No","No",
"Bava Batra 107 - Estate Division and Disagreements in Value Assessment","http://talmudilluminated.com/bava_batra/bavabatra107.html","70","No","Missing Meta Description","0","No","No",
"Bava Batra 108 - Laws of Inheritance","http://talmudilluminated.com/bava_batra/bavabatra108.html","36","No","Missing Meta Description","0","No","No",
"Bava Batra 109 - Order of Inheritance","http://talmudilluminated.com/bava_batra/bavabatra109.html","37","No","Missing Meta Description","0","No","No",
"Bava Batra 110 - How Children and Brothers Inherit","http://talmudilluminated.com/bava_batra/bavabatra110.html","50","No","Missing Meta Description","0","No","No",
"Bava Batra 111 - Daughters Could Have Inherited Together with Sons","http://talmudilluminated.com/bava_batra/bavabatra111.html","66","No","Missing Meta Description","0","No","No",
"Bava Batra 112 - Not to Transfer Land in Israel Between Tribes","http://talmudilluminated.com/bava_batra/bavabatra112.html","62","No","Missing Meta Description","0","No","No",
"Bava Batra 113 - Inheritance Passed Down Only by Day","http://talmudilluminated.com/bava_batra/bavabatra113.html","52","No","Missing Meta Description","0","No","No",
"Bava Batra 114 - Time to Reconsider an Agreement","http://talmudilluminated.com/bava_batra/bavabatra114.html","48","No","Missing Meta Description","0","No","No",
"Bava Batra 115 - Order of Inheritance: Depth-First","http://talmudilluminated.com/bava_batra/bavabatra115.html","50","No","Missing Meta Description","0","No","No",
"Bava Batra 116 - Man Who Leaves Not a Son","http://talmudilluminated.com/bava_batra/bavabatra116.html","41","No","Missing Meta Description","0","No","No",
"Bava Batra 117 - Daughters of Tzelophchad: Example of Inheriting in the Land of Israel","http://talmudilluminated.com/bava_batra/bavabatra117.html","86","No","Missing Meta Description","0","No","No",
"Bava Batra 118 - Who Got a Portion in the Land of Israel","http://talmudilluminated.com/bava_batra/bavabatra118.html","56","No","Missing Meta Description","0","No","No",
"Bava Batra 119 - The Winning Argument of the Daughters of Tzelophchad","http://talmudilluminated.com/bava_batra/bavabatra119.html","69","No","Missing Meta Description","0","No","No",
"Bava Batra 120 - Not to Intermarry between Tribes","http://talmudilluminated.com/bava_batra/bavabatra120.html","49","No","Missing Meta Description","0","No","No",
"Bava Batra 121 - Prohibition to Marry Outside the Tribe Ends","http://talmudilluminated.com/bava_batra/bavabatra121.html","60","No","Missing Meta Description","0","No","No",
"Bava Batra 122 - Daughters are Supported From the Father's Estate","http://talmudilluminated.com/bava_batra/bavabatra122.html","65","No","Missing Meta Description","0","No","No",
"Bava Batra 123 - The Double Portion of the Firstborn","http://talmudilluminated.com/bava_batra/bavabatra123.html","52","No","Missing Meta Description","0","No","No",
"Bava Batra 124 - Limitations to the Double Portion of the Firstborn","http://talmudilluminated.com/bava_batra/bavabatra124.html","67","No","Missing Meta Description","0","No","No",
"Bava Batra 125 - The Case of a Grandmother Concerning Inheritance","http://talmudilluminated.com/bava_batra/bavabatra125.html","65","No","Missing Meta Description","0","No","No",
"Bava Batra 126 - Changing Allocations in the Inheritance","http://talmudilluminated.com/bava_batra/bavabatra126.html","56","No","Missing Meta Description","0","No","No",
"Bava Batra 127 - Questions About Firstborn","http://talmudilluminated.com/bava_batra/bavabatra127.html","42","No","Missing Meta Description","0","No","No",
"Bava Batra 128 - Decisions of Rabbi Abba","http://talmudilluminated.com/bava_batra/bavabatra128.html","40","No","Missing Meta Description","0","No","No",
"Bava Batra 129 - Being Precise with &quot;Give&quot; vs &quot;Bequeath&quot;","http://talmudilluminated.com/bava_batra/bavabatra129.html","56","No","Missing Meta Description","0","No","No",
"Bava Batra 130 - Power to Change Allocations in the Inheritance","http://talmudilluminated.com/bava_batra/bavabatra130.html","63","No","Missing Meta Description","0","No","No",
"Bava Batra 131 - Is Theory or Practice More Important?","http://talmudilluminated.com/bava_batra/bavabatra131.html","54","No","Missing Meta Description","0","No","No",
"Bava Batra 132 - Giving All Property to Administrator","http://talmudilluminated.com/bava_batra/bavabatra132.html","53","No","Missing Meta Description","0","No","No",
"Bava Batra 133 - Is It Appropriate to Disinherit One's Children?","http://talmudilluminated.com/bava_batra/bavabatra133.html","64","No","Missing Meta Description","0","No","No",
"Bava Batra 134 - Identifying Someone as Son or Brother","http://talmudilluminated.com/bava_batra/bavabatra134.html","54","No","Missing Meta Description","0","No","No",
